"","id","author","title","date","Status","reviewer","Light-Neurocognition","Water-Neurocognition","Air-Neurocognition","Land-Neurocognition","Biota-Neurocognition","Interaction & Perception-Neurocognition","Built Environment-Neurocognition","Chemical Hazards-Neurocognition","Meteorological-Neurocognition","Geological-Neurocognition","Light-Neurodevelopment","Water-Neurodevelopment","Air-Neurodevelopment","Land-Neurodevelopment","Biota-Neurodevelopment","Interaction & Perception-Neurodevelopment","Built Environment-Neurodevelopment","Chemical Hazards-Neurodevelopment","Meteorological-Neurodevelopment","Geological-Neurodevelopment","Light-Personality & Identity","Water-Personality & Identity","Air-Personality & Identity","Land-Personality & Identity","Biota-Personality & Identity","Interaction & Perception-Personality & Identity","Built Environment-Personality & Identity","Chemical Hazards-Personality & Identity","Meteorological-Personality & Identity","Geological-Personality & Identity","Light-Reality Connection","Water-Reality Connection","Air-Reality Connection","Land-Reality Connection","Biota-Reality Connection","Interaction & Perception-Reality Connection","Built Environment-Reality Connection","Chemical Hazards-Reality Connection","Meteorological-Reality Connection","Geological-Reality Connection","Light-Social & Behavioral","Water-Social & Behavioral","Air-Social & Behavioral","Land-Social & Behavioral","Biota-Social & Behavioral","Interaction & Perception-Social & Behavioral","Built Environment-Social & Behavioral","Chemical Hazards-Social & Behavioral","Meteorological-Social & Behavioral","Geological-Social & Behavioral","Light-Mind-Body Relationship","Water-Mind-Body Relationship","Air-Mind-Body Relationship","Land-Mind-Body Relationship","Biota-Mind-Body Relationship","Interaction & Perception-Mind-Body Relationship","Built Environment-Mind-Body Relationship","Chemical Hazards-Mind-Body Relationship","Meteorological-Mind-Body Relationship","Geological-Mind-Body Relationship","Light-Stress & Resilience","Water-Stress & Resilience","Air-Stress & Resilience","Land-Stress & Resilience","Biota-Stress & Resilience","Interaction & Perception-Stress & Resilience","Built Environment-Stress & Resilience","Chemical Hazards-Stress & Resilience","Meteorological-Stress & Resilience","Geological-Stress & Resilience","Light-Affect","Water-Affect","Air-Affect","Land-Affect","Biota-Affect","Interaction & Perception-Affect","Built Environment-Affect","Chemical Hazards-Affect","Meteorological-Affect","Geological-Affect","continent1","subregion1","country1","continent2","subregion2","country2","continent3","subregion3","country3","Urban","Rural","Women","Men","In-utero (unborn)","Children and Adolescents (under 18)","Older adults (65+)","Pregnant persons","Low-income","High-income","Outdoor workers","Indoor workers","Unhoused","Non-literate","Indigenous","Migrant","Racial/ethnic minority/minoritized population","Other marginalized population","Other (please note)","General/non-specified","other","ej","Flagship paper","General doubts","exclusion","notes","matrix_cell","pop_list"
"463",5218,"Flores-Pajot 2016","Childhood autism spectrum disorders and exposure to nitrogen dioxide, and particulate matter air pollution: A review and meta-analysis","2023-07-10","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In-utero (unborn)","Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Water-Neurodevelopment, Interaction & Perception-Neurodevelopment","In-utero (unborn), Children and Adolescents (under 18)"
"464",5225,"deKeijzer 2016","Long-Term Green Space Exposure and Cognition Across the Life Course: a Systematic Review","2023-07-10","IP Address","Kelechi","Off","Off","Off","On","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,"Small note: study does conclude that they found ""inadequate but suggestive"" evidence for link between long-term green space exposure and cognition, though content of paper falls in line with criteria","Air-Neurocognition, Interaction & Perception-Neurocognition","General/non-specified"
"465",5258,"Walton 2014","Chronic aluminum intake causes Alzheimer's disease: Applying sir austin bradford hill's causality criteria","2023-07-10","IP Address","Hannah","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-income",NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified","This paper focuses on developed countries as they have higher rates of Alzheimer's disease.","No",NA,NA,NA,NA,"Built Environment-Neurodevelopment","High-income, General/non-specified"
"466",5260,"Gangemi 2016","Occupational exposure to pesticides as a possible risk factor for the development of chronic diseases in humans (Review)","2023-08-22","IP Address","Elise","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition, Built Environment-Neurodevelopment","General/non-specified"
"467",5280,"Parker 2016","Mental health implications for older adults after natural disasters - A systematic review and meta-analysis","2023-09-04","IP Address","Mariana","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Older adults (65+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I couldn't figure out how to find Australia in the geographic information section, but it was also a region of interest in this study","No",NA,NA,NA,NA,"Meteorological-Stress & Resilience","Older adults (65+)"
"468",5283,"Bozzoni 2016","Amyotrophic lateral sclerosis and environmental factors","2023-07-07","IP Address","Lars","Off","On","Off","On","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Light-Neurocognition, Air-Neurocognition, Interaction & Perception-Neurocognition, Built Environment-Neurocognition","General/non-specified"
"469",5291,"Ferrante 2017","Environment and Neurodegenerative Diseases: An Update on miRNA Role","2023-08-14","IP Address","Hannah","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Interaction & Perception-Neurocognition, Built Environment-Neurocognition","General/non-specified"
"470",5308,"Baliatsas 2016","Health effects from low-frequency noise and infrasound in the general population: Is it time to listen? A systematic review of observational studies","2023-08-03","IP Address","Nora","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Biota-Mind-Body Relationship, Interaction & Perception-Mind-Body Relationship, Biota-Affect, Interaction & Perception-Affect","General/non-specified"
"471",5309,"Sheets 2016","A critical review of neonicotinoid insecticides for developmental neurotoxicity","2023-08-17","IP Address","Breanna","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,"Uses rats as a human model but clearly discusses connection to human health.","Built Environment-Neurocognition, Built Environment-Neurodevelopment","General/non-specified"
"472",5404,"Yoshimasu 2014","A meta-analysis of the evidence on the impact of prenatal and early infancy exposures to mercury on autism and attention deficit/hyperactivity disorder in the childhood","2023-08-12","IP Address","Miren","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In-utero (unborn)","Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Built Environment-Neurodevelopment","In-utero (unborn), Children and Adolescents (under 18)"
"473",5462,"Ayhan 2016","Animal models of gene-environment interaction in schizophrenia: A dimensional perspective","2023-08-03","IP Address","Nora","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,"General doubts",NA,"Only a small section (2 paragraphs) that focuses on neurotoxins and schizophrenia, majority of the paper falls under exclude criteria","Interaction & Perception-Reality Connection, Built Environment-Reality Connection","General/non-specified"
"474",5514,"Fluegge 2016","Does environmental exposure to the greenhouse gas, N2O, contribute to etiological factors in neurodevelopmental disorders? A mini-review of the evidence","2023-08-16","IP Address","Lars","Off","Off","On","Off","Off","Off","Off","On","Off","Off","Off","Off","On","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In-utero (unborn)","Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Water-Neurocognition, Built Environment-Neurocognition, Water-Neurodevelopment, Built Environment-Neurodevelopment","In-utero (unborn), Children and Adolescents (under 18)"
"475",5516,"Willand 2015","Towards explaining the health impacts of residential energy efficiency interventions - A realist review. Part 1: Pathways","2023-08-12","IP Address","Miren","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Europe",NA,NA,"Oceania","Australia and New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Interaction & Perception-Social & Behavioral, Interaction & Perception-Stress & Resilience, Interaction & Perception-Affect","General/non-specified"
"476",5523,"Coetzee 2016","Measuring the impact of manganese exposure on children's neurodevelopment: Advances and research gaps in biomarker-based approaches","2023-07-25","IP Address","Lars","Off","On","On","Off","Off","Off","Off","On","Off","Off","Off","On","On","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"A detailed study on manganese in water and soil, but liberated by anthropogenic activity.","Light-Neurocognition, Water-Neurocognition, Built Environment-Neurocognition, Light-Neurodevelopment, Water-Neurodevelopment, Built Environment-Neurodevelopment","Children and Adolescents (under 18)"
"477",5528,"Saghazadeh 2017","Systematic review and meta-analysis links autism and toxic metals and highlights the impact of country development status: Higher blood and erythrocyte levels for mercury and lead, and higher hair antimony, cadmium, lead, and mercury","2023-07-21","IP Address","Hannah","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Built Environment-Neurodevelopment","General/non-specified"
"478",5531,"Iyendo 2016","Exploring the effect of sound and music on health in hospital settings: A narrative review","2023-08-17","IP Address","Breanna","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please note)",NA,"Hospital patients","No",NA,NA,NA,NA,"Biota-Mind-Body Relationship, Biota-Stress & Resilience, Biota-Affect","Other (please note)"
"479",5543,"Newman 2014","Meta-Analytic Review of Psychological Interventions for Children Survivors of Natural and Man-Made Disasters","2023-07-17","IP Address","Hannah","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Chemical Hazards-Stress & Resilience, Meteorological-Stress & Resilience","Children and Adolescents (under 18)"
"480",5603,"Hassen 2016","Examining the role of urban street design in enhancing community engagement: A literature review","2023-08-11","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No","Flagship paper",NA,NA,"A paper on the intersection of community engagement/social and the built environment.","Interaction & Perception-Social & Behavioral","General/non-specified"
"481",5607,"DeAraujo 2016","Glyphosate and adverse pregnancy outcomes, a systematic review of observational studies","2023-08-16","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In-utero (unborn)","Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Built Environment-Neurodevelopment","In-utero (unborn), Children and Adolescents (under 18)"
"482",5658,"Ng 2017","Environmental factors associated with autism spectrum disorder: A scoping review for the years 2003–2013","2023-08-02","IP Address","Nora","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"General doubts",NA,"This paper reviews the etiology of ASD--there is a section that focuses on correlation with heavy metal exposure but other sections fall under exclude criteria (behavioral exposure to chemicals, exposure predicated on choice, pathogens not related to environment, etc.)","Built Environment-Neurodevelopment","Children and Adolescents (under 18)"
"483",5662,"Nussbaumer 2015","Light therapy for preventing seasonal affective disorder","2023-09-12","IP Address","Hannah","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","On","Off","Off","On","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,"General doubts",NA,"Discusses efficacy of different light therapies to treat SAD--only mentions sunlight once (to describe SAD). Briefly mentions comparing light therapies to lifestyle interventions, including ""spending regular time outside"" and ""making the environment sunnier"". Not sure if it should be excluded.","Geological-Stress & Resilience, Biota-Affect, Chemical Hazards-Affect","General/non-specified"
"484",5700,"Takahashi 2014","A systematic review of the influence of occupational organophosphate pesticides exposure on neurological impairment","2023-07-17","IP Address","Mariana","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,"This paper is not very clear about what outcomes they are assessing ","Built Environment-Neurocognition","General/non-specified"
